supplier,solar_farm,costs
a_32,b_926,4372
a_33,b_926,6948
a_34,b_926,11940
a_35,b_926,7455
a_36,b_926,9680
a_37,b_926,11496
a_38,b_926,10215
a_39,b_926,6742
a_40,b_926,9243
a_41,b_926,9578
a_42,b_926,7401
a_43,b_926,7637
a_44,b_926,10472
a_45,b_926,4129
a_46,b_926,8899
a_47,b_926,4307
a_48,b_926,2882
a_49,b_926,10364
a_50,b_926,10402
a_51,b_926,5422
a_52,b_926,1856
a_53,b_926,9609
a_54,b_926,3019
a_55,b_926,4632
a_56,b_926,3730
a_57,b_926,2869
a_58,b_926,2410
a_59,b_926,9635
a_60,b_926,3856
a_61,b_926,9221
a_62,b_926,9859
a_63,b_926,8641
a_64,b_926,9440
a_65,b_926,6709
a_66,b_926,5013
a_67,b_926,5928
a_68,b_926,4409
a_69,b_926,11146
a_70,b_926,2503
a_71,b_926,2373
a_72,b_926,5815
a_73,b_926,9931
a_74,b_926,1137
a_75,b_926,11295
a_76,b_926,7308
a_77,b_926,7145
a_78,b_926,11037
a_79,b_926,9597
a_80,b_926,2751
a_81,b_926,1981
a_82,b_926,3957
a_83,b_926,4558
a_84,b_926,8931
a_85,b_926,8331
a_86,b_926,1060
a_87,b_926,1980
a_88,b_926,2099
a_89,b_926,4872
a_90,b_926,2089
a_91,b_926,4458
a_92,b_926,1629
a_93,b_926,3949
a_94,b_926,8006
a_95,b_926,9547
a_96,b_926,10940
a_97,b_926,5538
a_98,b_926,8047
a_99,b_926,2988
a_100,b_926,2852
a_1,b_927,6641
a_2,b_927,6107
a_3,b_927,4439
a_4,b_927,4511
a_5,b_927,1008
a_6,b_927,6073
a_7,b_927,11187
a_8,b_927,10279
a_9,b_927,1050
a_10,b_927,11644
a_11,b_927,7172
a_12,b_927,7153
a_13,b_927,4570
a_14,b_927,8846
a_15,b_927,8764
a_16,b_927,5410
a_17,b_927,6668
a_18,b_927,6181
a_19,b_927,3759
a_20,b_927,3332
a_21,b_927,4201
a_22,b_927,2605
a_23,b_927,11662
a_24,b_927,4553
a_25,b_927,1198
a_26,b_927,11079
a_27,b_927,8546
a_28,b_927,5638
a_29,b_927,6375
a_30,b_927,8904
a_31,b_927,6690
a_32,b_927,7748
a_33,b_927,11246
a_34,b_927,11169
a_35,b_927,3940
a_36,b_927,4717
a_37,b_927,6321
a_38,b_927,7510
a_39,b_927,10050
a_40,b_927,9759
a_41,b_927,10731
a_42,b_927,1882
a_43,b_927,7139
a_44,b_927,11643
a_45,b_927,2530
a_46,b_927,2861
a_47,b_927,11205
a_48,b_927,4627
a_49,b_927,1250
a_50,b_927,6986
a_51,b_927,4317
a_52,b_927,3013
a_53,b_927,8910
a_54,b_927,2141
a_55,b_927,7467
a_56,b_927,8134
a_57,b_927,11388
a_58,b_927,6578
a_59,b_927,3918
a_60,b_927,1763
a_61,b_927,4438
a_62,b_927,3783
a_63,b_927,1956
a_64,b_927,5760
a_65,b_927,7977
a_66,b_927,10262
a_67,b_927,2174
a_68,b_927,4186
a_69,b_927,11304
a_70,b_927,10087
a_71,b_927,5368
a_72,b_927,7001
a_73,b_927,6511
a_74,b_927,11690
a_75,b_927,1187
a_76,b_927,6084
a_77,b_927,8905
a_78,b_927,6351
a_79,b_927,5126
a_80,b_927,6756
a_81,b_927,2767
a_82,b_927,10500
a_83,b_927,1562
a_84,b_927,7541
a_85,b_927,5504
a_86,b_927,10243
a_87,b_927,1315
a_88,b_927,11874
a_89,b_927,8665
a_90,b_927,8360
a_91,b_927,6270
a_92,b_927,6794
a_93,b_927,9610
a_94,b_927,10902
a_95,b_927,7944
a_96,b_927,9876
a_97,b_927,2751
a_98,b_927,9050
a_99,b_927,3302
a_100,b_927,2613
a_1,b_928,4734
a_2,b_928,5630
a_3,b_928,6232
a_4,b_928,4991
a_5,b_928,4406
a_6,b_928,4732
a_7,b_928,9287
a_8,b_928,2443
a_9,b_928,1696
a_10,b_928,7389
a_11,b_928,8528
a_12,b_928,3344
a_13,b_928,11981
a_14,b_928,5204
a_15,b_928,1485
a_16,b_928,4635
a_17,b_928,6947
a_18,b_928,2965
a_19,b_928,5294
a_20,b_928,9056
a_21,b_928,1027
a_22,b_928,9032
a_23,b_928,7373
a_24,b_928,1951
a_25,b_928,7298
a_26,b_928,4856
a_27,b_928,7196
a_28,b_928,11329
a_29,b_928,11297
a_30,b_928,8354
a_31,b_928,11892
a_32,b_928,1334
a_33,b_928,8584
a_34,b_928,1149
a_35,b_928,3236
a_36,b_928,11721
a_37,b_928,8415
a_38,b_928,2384
a_39,b_928,5062
a_40,b_928,5537
a_41,b_928,7055
a_42,b_928,3283
a_43,b_928,1893
a_44,b_928,11605
a_45,b_928,6158
a_46,b_928,9153
a_47,b_928,3090
a_48,b_928,6522
a_49,b_928,4430
a_50,b_928,2865
a_51,b_928,4048
a_52,b_928,3391
a_53,b_928,3090
a_54,b_928,3794
a_55,b_928,9879
a_56,b_928,5982
a_57,b_928,4424
a_58,b_928,11128
a_59,b_928,3422
a_60,b_928,10771
a_61,b_928,2367
a_62,b_928,3396
a_63,b_928,2809
a_64,b_928,11016
a_65,b_928,8691
a_66,b_928,3527
a_67,b_928,6092
a_68,b_928,5677
a_69,b_928,2831
a_70,b_928,11861
a_71,b_928,4085
a_72,b_928,8352
a_73,b_928,3551
a_74,b_928,10025
a_75,b_928,10649
a_76,b_928,9207
a_77,b_928,3055
a_78,b_928,6846
a_79,b_928,11796
a_80,b_928,10842
a_81,b_928,11772
a_82,b_928,4890
a_83,b_928,6622
a_84,b_928,4062
a_85,b_928,6744
a_86,b_928,9584
a_87,b_928,9074
a_88,b_928,7000
a_89,b_928,2429
a_90,b_928,10380
a_91,b_928,7678
a_92,b_928,7222
a_93,b_928,8477
a_94,b_928,5280
a_95,b_928,4787
a_96,b_928,6871
a_97,b_928,7368
a_98,b_928,6428
a_99,b_928,3367
a_100,b_928,5520
a_1,b_929,3328
a_2,b_929,10268
a_3,b_929,2444
a_4,b_929,1305
a_5,b_929,2790
a_6,b_929,7705
a_7,b_929,7084
a_8,b_929,9153
a_9,b_929,8216
a_10,b_929,1030
a_11,b_929,6952
a_12,b_929,10884
a_13,b_929,11309
a_14,b_929,8017
a_15,b_929,6693
a_16,b_929,6285
a_17,b_929,5282
a_18,b_929,4810
a_19,b_929,4326
a_20,b_929,6931
a_21,b_929,7106
a_22,b_929,5206
a_23,b_929,6662
a_24,b_929,10252
a_25,b_929,11329
a_26,b_929,3736
a_27,b_929,2230
a_28,b_929,8748
a_29,b_929,1049
a_30,b_929,4215
a_31,b_929,1406
a_32,b_929,11780
a_33,b_929,1610
a_34,b_929,4762
a_35,b_929,10966
a_36,b_929,5469
a_37,b_929,4115
a_38,b_929,10285
a_39,b_929,2598
a_40,b_929,6005
a_41,b_929,11444
a_42,b_929,6823
a_43,b_929,6842
a_44,b_929,10827
a_45,b_929,3671
a_46,b_929,9546
a_47,b_929,7379
a_48,b_929,8547
a_49,b_929,10824
a_50,b_929,4056
a_51,b_929,4129
a_52,b_929,2799
a_53,b_929,6978
a_54,b_929,3923
a_55,b_929,5849
a_56,b_929,4277
a_57,b_929,6231
a_58,b_929,8821
a_59,b_929,8274
a_60,b_929,10779
a_61,b_929,7201
a_62,b_929,5342
a_63,b_929,10241
a_64,b_929,2146
a_65,b_929,11763
a_66,b_929,7782
a_67,b_929,2535
a_68,b_929,6386
a_69,b_929,10964
a_70,b_929,11586
a_71,b_929,9973
a_72,b_929,11402
a_73,b_929,4008
a_74,b_929,5978
a_75,b_929,10480
a_76,b_929,1952
a_77,b_929,11222
a_78,b_929,9139
a_79,b_929,9522
a_80,b_929,4028
a_81,b_929,2673
a_82,b_929,8596
a_83,b_929,6285
a_84,b_929,7906
a_85,b_929,1900
a_86,b_929,11886
a_87,b_929,5900
a_88,b_929,9281
a_89,b_929,3358
a_90,b_929,2469
a_91,b_929,1729
a_92,b_929,7310
a_93,b_929,11638
a_94,b_929,7064
a_95,b_929,2210
a_96,b_929,1271
a_97,b_929,2615
a_98,b_929,1519
a_99,b_929,5278
a_100,b_929,6956
a_1,b_930,2926
a_2,b_930,9848
a_3,b_930,6676
a_4,b_930,1335
a_5,b_930,1143
a_6,b_930,9197
a_7,b_930,8384
a_8,b_930,1094
a_9,b_930,1983
a_10,b_930,5458
a_11,b_930,8022
a_12,b_930,11953
a_13,b_930,1402
a_14,b_930,10389
a_15,b_930,3780
a_16,b_930,9061
a_17,b_930,5223
a_18,b_930,11342
a_19,b_930,9460
a_20,b_930,3608
a_21,b_930,2928
a_22,b_930,9269
a_23,b_930,10507
a_24,b_930,2322
a_25,b_930,8647
a_26,b_930,11590
a_27,b_930,4084
a_28,b_930,11467
a_29,b_930,1256
a_30,b_930,9584
a_31,b_930,2584
a_32,b_930,1373
a_33,b_930,11195
a_34,b_930,11228
a_35,b_930,2526
a_36,b_930,10632
a_37,b_930,11588
a_38,b_930,11703
a_39,b_930,2218
a_40,b_930,3431
a_41,b_930,3488
a_42,b_930,11267
a_43,b_930,3782
a_44,b_930,5268
a_45,b_930,1580
a_46,b_930,1254
a_47,b_930,10375
a_48,b_930,7811
a_49,b_930,2899
a_50,b_930,6274
a_51,b_930,1371
a_52,b_930,2528
a_53,b_930,7797
a_54,b_930,5078
a_55,b_930,1519
a_56,b_930,8005
a_57,b_930,1534
a_58,b_930,1691
a_59,b_930,5083
a_60,b_930,1358
a_61,b_930,4529
a_62,b_930,10795
a_63,b_930,8578
a_64,b_930,2850
a_65,b_930,5815
a_66,b_930,9835
a_67,b_930,1323
a_68,b_930,8448
a_69,b_930,2855
a_70,b_930,8669
a_71,b_930,10948
a_72,b_930,3282
a_73,b_930,2900
a_74,b_930,11348
a_75,b_930,9128
a_76,b_930,11322
a_77,b_930,6138
a_78,b_930,10519
a_79,b_930,10361
a_80,b_930,2787
a_81,b_930,4179
a_82,b_930,4016
a_83,b_930,9871
a_84,b_930,7798
a_85,b_930,5391
a_86,b_930,7826
a_87,b_930,2150
a_88,b_930,11354
a_89,b_930,2530
a_90,b_930,6228
a_91,b_930,9085
a_92,b_930,9795
a_93,b_930,11615
a_94,b_930,1389
a_95,b_930,8866
a_96,b_930,2212
a_97,b_930,11124
a_98,b_930,7083
a_99,b_930,11840
a_100,b_930,6925
a_1,b_931,11855
a_2,b_931,3991
a_3,b_931,1345
a_4,b_931,6699
a_5,b_931,6275
a_6,b_931,2021
a_7,b_931,9766
a_8,b_931,6589
a_9,b_931,5710
a_10,b_931,8738
a_11,b_931,3470
a_12,b_931,10119
a_13,b_931,2692
a_14,b_931,1179
a_15,b_931,9753
a_16,b_931,6241
a_17,b_931,8813
a_18,b_931,3531
a_19,b_931,4041
a_20,b_931,10033
a_21,b_931,4724
a_22,b_931,11764
a_23,b_931,11042
a_24,b_931,4650
a_25,b_931,9771
a_26,b_931,5039
a_27,b_931,11506
a_28,b_931,10132
a_29,b_931,9158
a_30,b_931,7968
a_31,b_931,11884
a_32,b_931,5851
a_33,b_931,11951
a_34,b_931,4088
a_35,b_931,11618
a_36,b_931,4646
a_37,b_931,5993
a_38,b_931,3525
a_39,b_931,10584
a_40,b_931,5514
a_41,b_931,8337
a_42,b_931,1330
a_43,b_931,5268
a_44,b_931,8310
a_45,b_931,4089
a_46,b_931,7663
a_47,b_931,6419
a_48,b_931,1585
a_49,b_931,7193
a_50,b_931,3885
a_51,b_931,7371
a_52,b_931,11392
a_53,b_931,1059
a_54,b_931,5637
a_55,b_931,8834
a_56,b_931,4633
a_57,b_931,2754
a_58,b_931,5618
a_59,b_931,1428
a_60,b_931,2767
a_61,b_931,9256
a_62,b_931,2517
a_63,b_931,9848
a_64,b_931,3226
a_65,b_931,5789
a_66,b_931,8250
a_67,b_931,9900
a_68,b_931,1449
a_69,b_931,6642
a_70,b_931,11672
a_71,b_931,10148
a_72,b_931,9948
a_73,b_931,9666
a_74,b_931,5615
a_75,b_931,10154
a_76,b_931,11711
a_77,b_931,11225
a_78,b_931,11139
a_79,b_931,7434
a_80,b_931,7559
a_81,b_931,9681
a_82,b_931,2808
a_83,b_931,7302
a_84,b_931,2711
a_85,b_931,5896
a_86,b_931,10243
a_87,b_931,6769
a_88,b_931,3620
a_89,b_931,3633
a_90,b_931,9348
a_91,b_931,4271
a_92,b_931,10110
a_93,b_931,2863
a_94,b_931,6559
a_95,b_931,1066
a_96,b_931,3814
a_97,b_931,4007
a_98,b_931,5594
a_99,b_931,8584
a_100,b_931,4065
a_1,b_932,8126
a_2,b_932,5957
a_3,b_932,1614
a_4,b_932,9543
a_5,b_932,9753
a_6,b_932,3138
a_7,b_932,6170
a_8,b_932,11564
a_9,b_932,1582
a_10,b_932,5200
a_11,b_932,2451
a_12,b_932,5492
a_13,b_932,5571
a_14,b_932,4508
a_15,b_932,11986
a_16,b_932,10256
a_17,b_932,6147
a_18,b_932,2180
a_19,b_932,11307
a_20,b_932,11043
a_21,b_932,5914
a_22,b_932,5201
a_23,b_932,8808
a_24,b_932,3646
a_25,b_932,7628
a_26,b_932,7677
a_27,b_932,8676
a_28,b_932,3636
a_29,b_932,11634
a_30,b_932,8443
a_31,b_932,9515
a_32,b_932,2678
a_33,b_932,3916
a_34,b_932,4930
a_35,b_932,5925
a_36,b_932,1107
a_37,b_932,5196
a_38,b_932,1785
a_39,b_932,10600
a_40,b_932,9104
a_41,b_932,8725
a_42,b_932,2406
a_43,b_932,2502
a_44,b_932,6552
a_45,b_932,9617
a_46,b_932,2677
a_47,b_932,2894
a_48,b_932,2528
a_49,b_932,5281
a_50,b_932,5673
a_51,b_932,9354
a_52,b_932,8389
a_53,b_932,3692
a_54,b_932,9422
a_55,b_932,2869
a_56,b_932,6066
a_57,b_932,3956
a_58,b_932,5875
a_59,b_932,10821
a_60,b_932,1891
a_61,b_932,1771
a_62,b_932,10642
a_63,b_932,9077
a_64,b_932,4379
a_65,b_932,1441
a_66,b_932,6534
a_67,b_932,8294
a_68,b_932,11294
a_69,b_932,1615
a_70,b_932,6321
a_71,b_932,5426
a_72,b_932,10437
a_73,b_932,7833
a_74,b_932,8235
a_75,b_932,7454
a_76,b_932,8915
a_77,b_932,7842
a_78,b_932,6438
a_79,b_932,11174
a_80,b_932,3311
a_81,b_932,4521
a_82,b_932,2328
a_83,b_932,9570
a_84,b_932,9974
a_85,b_932,9831
a_86,b_932,3512
a_87,b_932,7603
a_88,b_932,1294
a_89,b_932,1122
a_90,b_932,11701
a_91,b_932,11682
a_92,b_932,4223
a_93,b_932,1896
a_94,b_932,5079
a_95,b_932,1450
a_96,b_932,8705
a_97,b_932,1598
a_98,b_932,8138
a_99,b_932,5486
a_100,b_932,7391
a_1,b_933,1689
a_2,b_933,11321
a_3,b_933,6496
a_4,b_933,5605
a_5,b_933,11821
a_6,b_933,1773
a_7,b_933,7435
a_8,b_933,8919
a_9,b_933,3723
a_10,b_933,11326
a_11,b_933,3502
a_12,b_933,8631
a_13,b_933,2842
a_14,b_933,9935
a_15,b_933,5348
a_16,b_933,8514
a_17,b_933,11310
a_18,b_933,7722
a_19,b_933,3136
a_20,b_933,1683
a_21,b_933,5379
a_22,b_933,11751
a_23,b_933,7101
a_24,b_933,5196
a_25,b_933,1342
a_26,b_933,4264
a_27,b_933,7242
a_28,b_933,5293
a_29,b_933,2955
a_30,b_933,7053
a_31,b_933,1075
a_32,b_933,1249
a_33,b_933,4237
a_34,b_933,4323
a_35,b_933,9502
a_36,b_933,7067
a_37,b_933,5040
a_38,b_933,3006
a_39,b_933,3166
a_40,b_933,10189
a_41,b_933,4621
a_42,b_933,9724
a_43,b_933,11143
a_44,b_933,1565
a_45,b_933,9337
a_46,b_933,1164
a_47,b_933,11973
a_48,b_933,8685
a_49,b_933,10412
a_50,b_933,6908
a_51,b_933,6201
a_52,b_933,11502
a_53,b_933,1428
a_54,b_933,2053
a_55,b_933,5149
a_56,b_933,2854
a_57,b_933,4886
a_58,b_933,3946
a_59,b_933,10470
a_60,b_933,8329
a_61,b_933,11636
a_62,b_933,6423
a_63,b_933,7959
a_64,b_933,1545
a_65,b_933,1427
a_66,b_933,4461
a_67,b_933,1999
a_68,b_933,9750
a_69,b_933,10289
a_70,b_933,2815
a_71,b_933,5594
a_72,b_933,7262
a_73,b_933,4914
a_74,b_933,2951
a_75,b_933,7035
a_76,b_933,11667
a_77,b_933,11569
a_78,b_933,9692
a_79,b_933,7116
a_80,b_933,4048
a_81,b_933,4583
a_82,b_933,9358
a_83,b_933,9104
a_84,b_933,5465
a_85,b_933,1276
a_86,b_933,2198
a_87,b_933,6702
a_88,b_933,11076
a_89,b_933,10161
a_90,b_933,4995
a_91,b_933,9332
a_92,b_933,4567
a_93,b_933,5860
a_94,b_933,3776
a_95,b_933,5674
a_96,b_933,5008
a_97,b_933,5267
a_98,b_933,3694
a_99,b_933,9561
a_100,b_933,7193
a_1,b_934,7437
a_2,b_934,6393
a_3,b_934,7727
a_4,b_934,10870
a_5,b_934,6177
a_6,b_934,6145
a_7,b_934,10182
a_8,b_934,5614
a_9,b_934,6063
a_10,b_934,2214
a_11,b_934,10441
a_12,b_934,7041
a_13,b_934,10138
a_14,b_934,7580
a_15,b_934,11714
a_16,b_934,5388
a_17,b_934,4795
a_18,b_934,10047
a_19,b_934,7894
a_20,b_934,3874
a_21,b_934,5260
a_22,b_934,8279
a_23,b_934,2881
a_24,b_934,5189
a_25,b_934,3472
a_26,b_934,1199
a_27,b_934,6484
a_28,b_934,3670
a_29,b_934,9772
a_30,b_934,4603
a_31,b_934,7026
a_32,b_934,2627
a_33,b_934,11615
a_34,b_934,2204
a_35,b_934,1666
a_36,b_934,5433
a_37,b_934,5314
a_38,b_934,11206
a_39,b_934,1673
a_40,b_934,8832
a_41,b_934,3937
a_42,b_934,10236
a_43,b_934,3318
a_44,b_934,1123
a_45,b_934,3104
a_46,b_934,3020
a_47,b_934,5050
a_48,b_934,6345
a_49,b_934,1608
a_50,b_934,1938
a_51,b_934,10417
a_52,b_934,7716
a_53,b_934,10035
a_54,b_934,11629
a_55,b_934,4703
a_56,b_934,6348
a_57,b_934,7954
a_58,b_934,8644
a_59,b_934,3336
a_60,b_934,7689
a_61,b_934,6638
a_62,b_934,4902
a_63,b_934,7627
a_64,b_934,1324
a_65,b_934,5837
a_66,b_934,4029
a_67,b_934,7953
a_68,b_934,11425
a_69,b_934,7379
a_70,b_934,6776
a_71,b_934,1191
a_72,b_934,11796
a_73,b_934,2807
a_74,b_934,11090
a_75,b_934,9175
a_76,b_934,5340
a_77,b_934,4736
a_78,b_934,11094
a_79,b_934,8368
a_80,b_934,1717
a_81,b_934,7705
a_82,b_934,7617
a_83,b_934,5018
a_84,b_934,5178
a_85,b_934,4037
a_86,b_934,6003
a_87,b_934,4725
a_88,b_934,5386
a_89,b_934,7126
a_90,b_934,3021
a_91,b_934,4369
a_92,b_934,2227
a_93,b_934,2023
a_94,b_934,8001
a_95,b_934,5840
a_96,b_934,11698
a_97,b_934,6488
a_98,b_934,1064
a_99,b_934,10949
a_100,b_934,11742
a_1,b_935,10350
a_2,b_935,4831
a_3,b_935,6748
a_4,b_935,9216
a_5,b_935,11997
a_6,b_935,5633
a_7,b_935,2234
a_8,b_935,5350
a_9,b_935,1621
a_10,b_935,5429
a_11,b_935,6958
a_12,b_935,7865
a_13,b_935,4171
a_14,b_935,1564
a_15,b_935,10590
a_16,b_935,3687
a_17,b_935,2724
a_18,b_935,11808
a_19,b_935,5988
a_20,b_935,4581
a_21,b_935,6560
a_22,b_935,10423
a_23,b_935,6713
a_24,b_935,7880
a_25,b_935,10367
a_26,b_935,10671
a_27,b_935,3018
a_28,b_935,11397
a_29,b_935,10929
a_30,b_935,1185
a_31,b_935,10859
a_32,b_935,6913
a_33,b_935,2253
a_34,b_935,4117
a_35,b_935,9061
a_36,b_935,2146
a_37,b_935,7593
a_38,b_935,4839
a_39,b_935,1599
a_40,b_935,10362
a_41,b_935,8543
a_42,b_935,6595
a_43,b_935,3610
a_44,b_935,4728
a_45,b_935,4838
a_46,b_935,5628
a_47,b_935,7571
a_48,b_935,4289
a_49,b_935,6470
a_50,b_935,11124
a_51,b_935,11898
a_52,b_935,7059
a_53,b_935,9106
a_54,b_935,3725
a_55,b_935,11737
a_56,b_935,9592
a_57,b_935,8086
a_58,b_935,3343
a_59,b_935,8515
a_60,b_935,8146
a_61,b_935,8064
a_62,b_935,8021
a_63,b_935,11496
a_64,b_935,6150
a_65,b_935,8524
a_66,b_935,3122
a_67,b_935,4503
a_68,b_935,10082
a_69,b_935,3343
a_70,b_935,7938
a_71,b_935,6015
a_72,b_935,7338
a_73,b_935,5158
a_74,b_935,10298
a_75,b_935,2199
a_76,b_935,9339
a_77,b_935,10161
a_78,b_935,3499
a_79,b_935,6736
a_80,b_935,7655
a_81,b_935,2799
a_82,b_935,4110
a_83,b_935,9005
a_84,b_935,8653
a_85,b_935,1139
a_86,b_935,1328
a_87,b_935,8006
a_88,b_935,1831
a_89,b_935,9678
a_90,b_935,1831
a_91,b_935,2138
a_92,b_935,8435
a_93,b_935,10561
a_94,b_935,7254
a_95,b_935,2383
a_96,b_935,7139
a_97,b_935,11342
a_98,b_935,10547
a_99,b_935,9973
a_100,b_935,6097
a_1,b_936,4130
a_2,b_936,6289
a_3,b_936,5793
a_4,b_936,7453
a_5,b_936,9376
a_6,b_936,4196
a_7,b_936,5078
a_8,b_936,3510
a_9,b_936,6603
a_10,b_936,10310
a_11,b_936,9695
a_12,b_936,8386
a_13,b_936,10882
a_14,b_936,11533
a_15,b_936,4954
a_16,b_936,4157
a_17,b_936,11371
a_18,b_936,7177
a_19,b_936,11878
a_20,b_936,1883
a_21,b_936,9886
a_22,b_936,5772
a_23,b_936,9806
a_24,b_936,9118
a_25,b_936,1087
a_26,b_936,10684
a_27,b_936,4509
a_28,b_936,9683
a_29,b_936,11914
a_30,b_936,11345
a_31,b_936,6772
a_32,b_936,10178
a_33,b_936,10257
a_34,b_936,6109
a_35,b_936,5602
a_36,b_936,5571
a_37,b_936,6617
a_38,b_936,3129
a_39,b_936,4521
a_40,b_936,2666
a_41,b_936,8111
a_42,b_936,8424
a_43,b_936,6772
a_44,b_936,3053
a_45,b_936,1404
a_46,b_936,7920
a_47,b_936,6977
a_48,b_936,2149
a_49,b_936,8009
a_50,b_936,9880
a_51,b_936,11992
a_52,b_936,5294
a_53,b_936,9285
a_54,b_936,5461
a_55,b_936,11964
a_56,b_936,7936
a_57,b_936,8473
a_58,b_936,6063
a_59,b_936,2076
a_60,b_936,3197
a_61,b_936,9424
a_62,b_936,9312
a_63,b_936,6221
a_64,b_936,5217
a_65,b_936,4749
a_66,b_936,5189
a_67,b_936,9019
a_68,b_936,5514
a_69,b_936,4037
a_70,b_936,2398
a_71,b_936,1309
a_72,b_936,1612
a_73,b_936,9510
a_74,b_936,7940
a_75,b_936,10636
a_76,b_936,10189
a_77,b_936,8284
a_78,b_936,4413
a_79,b_936,9090
a_80,b_936,9975
a_81,b_936,2818
a_82,b_936,9107
a_83,b_936,2088
a_84,b_936,10080
a_85,b_936,6683
a_86,b_936,5366
a_87,b_936,7006
a_88,b_936,10215
a_89,b_936,3008
a_90,b_936,7284
a_91,b_936,6048
a_92,b_936,2793
a_93,b_936,9462
a_94,b_936,5101
a_95,b_936,2343
a_96,b_936,3596
a_97,b_936,4098
a_98,b_936,3209
a_99,b_936,10522
a_100,b_936,11204
a_1,b_937,4735
a_2,b_937,4100
a_3,b_937,4719
a_4,b_937,1698
a_5,b_937,1223
a_6,b_937,2166
a_7,b_937,5571
a_8,b_937,5867
a_9,b_937,5242
a_10,b_937,3513
a_11,b_937,2530
a_12,b_937,11636
a_13,b_937,7695
a_14,b_937,1800
a_15,b_937,9133
a_16,b_937,1642
a_17,b_937,5271
a_18,b_937,3053
a_19,b_937,8603
a_20,b_937,6740
a_21,b_937,6132
a_22,b_937,3030
a_23,b_937,10625
a_24,b_937,8035
a_25,b_937,9312
a_26,b_937,9742
a_27,b_937,7130
a_28,b_937,8281
a_29,b_937,6211
a_30,b_937,3559
a_31,b_937,10528
a_32,b_937,2044
a_33,b_937,1526
a_34,b_937,7812
a_35,b_937,6813
a_36,b_937,6624
a_37,b_937,8450
a_38,b_937,8085
a_39,b_937,3574
a_40,b_937,3832
a_41,b_937,9761
a_42,b_937,6720
a_43,b_937,3144
a_44,b_937,6114
a_45,b_937,7283
a_46,b_937,1417
a_47,b_937,5406
a_48,b_937,2905
a_49,b_937,6058
a_50,b_937,8612
a_51,b_937,11624
a_52,b_937,2737
a_53,b_937,7967
a_54,b_937,8938
a_55,b_937,5356
a_56,b_937,2047
a_57,b_937,7224
a_58,b_937,5011
a_59,b_937,11297
a_60,b_937,3827
a_61,b_937,7133
a_62,b_937,1433
a_63,b_937,6101
a_64,b_937,1634
a_65,b_937,2537
a_66,b_937,6403
a_67,b_937,1645
a_68,b_937,8033
a_69,b_937,9940
a_70,b_937,11458
a_71,b_937,2596
a_72,b_937,3501
a_73,b_937,1703
a_74,b_937,9082
a_75,b_937,2852
a_76,b_937,8180
a_77,b_937,9230
a_78,b_937,3121
a_79,b_937,11962
a_80,b_937,5838
a_81,b_937,11326
a_82,b_937,5941
a_83,b_937,8360
a_84,b_937,1295
a_85,b_937,10906
a_86,b_937,4668
a_87,b_937,7645
a_88,b_937,10172
a_89,b_937,7859
a_90,b_937,7275
a_91,b_937,5062
a_92,b_937,4563
a_93,b_937,3430
a_94,b_937,3944
a_95,b_937,2893
a_96,b_937,9634
a_97,b_937,4561
a_98,b_937,5565
a_99,b_937,9129
a_100,b_937,6532
a_1,b_938,4952
a_2,b_938,1382
a_3,b_938,11802
a_4,b_938,2676
a_5,b_938,3159
a_6,b_938,3171
a_7,b_938,8918
a_8,b_938,1062
a_9,b_938,7740
a_10,b_938,7433
a_11,b_938,11763
a_12,b_938,6939
a_13,b_938,6050
a_14,b_938,11340
a_15,b_938,6206
a_16,b_938,7005
a_17,b_938,2844
a_18,b_938,6979
a_19,b_938,11725
a_20,b_938,1126
a_21,b_938,2624
a_22,b_938,8768
a_23,b_938,8763
a_24,b_938,10730
a_25,b_938,4925
a_26,b_938,4788
a_27,b_938,8612
a_28,b_938,3120
a_29,b_938,11816
a_30,b_938,8144
a_31,b_938,6631
a_32,b_938,9921
a_33,b_938,3444
a_34,b_938,10518
a_35,b_938,8804
a_36,b_938,8339
a_37,b_938,10336
a_38,b_938,7818
a_39,b_938,5005
a_40,b_938,5303
a_41,b_938,10822
a_42,b_938,7343
a_43,b_938,9576
a_44,b_938,2234
a_45,b_938,10391
a_46,b_938,9406
a_47,b_938,4088
a_48,b_938,9845
a_49,b_938,2608
a_50,b_938,10380
a_51,b_938,1903
a_52,b_938,4793
a_53,b_938,7302
a_54,b_938,5939
a_55,b_938,9273
a_56,b_938,6931
a_57,b_938,4487
a_58,b_938,5133
a_59,b_938,5427
a_60,b_938,7905
a_61,b_938,1976
a_62,b_938,10474
a_63,b_938,9568
a_64,b_938,1041
a_65,b_938,3004
a_66,b_938,8068
a_67,b_938,2849
a_68,b_938,10717
a_69,b_938,2740
a_70,b_938,4191
a_71,b_938,9203
a_72,b_938,4474
a_73,b_938,6197
a_74,b_938,2595
a_75,b_938,3789
a_76,b_938,1247
a_77,b_938,10839
a_78,b_938,9361
a_79,b_938,5015
a_80,b_938,1365
a_81,b_938,7034
a_82,b_938,9086
a_83,b_938,2534
a_84,b_938,8338
a_85,b_938,1022
a_86,b_938,10778
a_87,b_938,7480
a_88,b_938,5236
a_89,b_938,4803
a_90,b_938,7060
a_91,b_938,9413
a_92,b_938,11521
a_93,b_938,1664
a_94,b_938,3119
a_95,b_938,2180
a_96,b_938,7609
a_97,b_938,11912
a_98,b_938,6260
a_99,b_938,9909
a_100,b_938,8464
a_1,b_939,4778
a_2,b_939,4350
